painting,emotion
jackson-pollock_full-fathom-five(1),sadness
domenico-ghirlandaio_madonna-and-child-enthroned-with-saints,awe
adam-baltatu_pipkin-with-flowers,contentment
andre-bauchant_vase-aux-tulipes-1926,contentment
dan-christensen_shale-1974,fear
friedel-dzubas_antigua-1971,contentment
alfred-sisley_the-plain-of-veneux-view-of-sablons-1884,sadness
alma-woodsey-thomas_springtime-in-washington-1971,awe
jacopo-pontormo_hermaphrodite-figure,disgust
fernando-botero_fruit-basket,contentment
alma-woodsey-thomas_wind-and-crepe-myrtle-concerto-1973,amusement
keisai-eisen_portrait-of-the-courtesan-kamoen-of-ebiya-relaxing-on-folded-futon-1825(1),contentment
andrea-mantegna_calvary-central-predella-panel-from-the-st-zeno-of-verona-altarpiece-1459,sadness
friedel-dzubas_turning-point-1983,disgust
andre-pierre-arnal_ficelage,excitement
fernand-leger_the-face-face-and-hands,amusement
adolf-hitler_country-road,contentment
jean-metzinger_le-flamant-rose-et-le-voilier-1907,contentment
adolf-hitler_destroyed-bridge,sadness
alfred-sisley_the-loing-at-moret-1886,contentment
angelo-de-sousa_pintura-1984,contentment
theo-van-rysselberghe_cows-in-a-landscape-1899,contentment
arman-manookian_hawaiian-figure-1930,disgust
fernand-leger_the-outing-in-the-country-1954,excitement
adolf-hitler_millhouse,contentment
adolf-hitler_rolling-hills,contentment
conrad-marca-relli_the-meeting-place-1982,amusement
alfred-sisley_sunset-at-port-marly-1876,awe
joan-miro_portrait-of-e-c-ricart,fear
amedeo-modigliani_seated-nude-1918,contentment
caspar-david-friedrich_greifswald-market,contentment
janos-mattis-teutsch_violet-landscape-1917,sadness
paul-signac_woman-at-her-toilette-wearing-a-purple-corset-1893,awe
anne-appleby_highline-cottonwoods-2008,contentment
fernand-leger_still-life-in-the-tankard-final-state-1921,amusement
anne-appleby_jasmine-2000,amusement
anthony-van-dyck_lucas-van-uffelen-1622,excitement
gene-davis_dr-peppercorn-1967,contentment
anne-appleby_kinnikinnick-1997,contentment
constantin-piliuta_pots-with-pelargoniums,contentment
arman-manookian_unknown-title-1,contentment
abraham-manievich_barn-with-figures,contentment
anne-appleby_summer-aspen-2000,contentment
cy-twombly_the-rose-iii,sadness
edward-ruscha_standard-study-3-1963,amusement
theo-van-rysselberghe_in-the-shade-of-the-pines-study-1905,contentment
anne-appleby_sweet-pine-1997,contentment
frank-stella_union-i-1966,excitement
boris-kustodiev_easter-procession-1915,amusement
theo-van-rysselberghe_il-mediterraneo-presso-le-lavandou,awe
kazimir-malevich_still-life,contentment
aaron-siskind_yuchitan-1-1955,fear
alfred-sisley_the-dam-at-saint-mammes-1885,contentment
adolf-hitler_flower-blossom-study,contentment
constantin-piliuta_interior,excitement
abraham-manievich_village-landscape,excitement
adnan-coker_unknown-title(10),disgust
kees-van-dongen_the-comode-1910,contentment
albert-bierstadt_butterfly-second-version-1900,awe
friedel-dzubas_barrier-1983,contentment
adam-baltatu_arge-valley,contentment
constantin-piliuta_self-portrait,fear
agnes-martin_happy-holiday-1999,contentment
aki-kuroda_cosmogarden-2011,amusement
albert-bierstadt_butterfly,awe
fernand-leger_study-for-the-city,excitement
adam-baltatu_summer-landscape,contentment
agnes-martin_night-sea-1963,contentment
keisai-eisen_unknown-title,excitement
aldemir-martins_galo-1987,amusement
erro_facing-the-wild-cats-1987,amusement
aldemir-martins_green-vase-with-flowers-and-fruit-2001,contentment
aldemir-martins_jar-with-flowers-2001,excitement
alfred-sisley_summer-at-bougival-1876,contentment
aldemir-martins_vase-with-flowers-1990,contentment
alfred-sisley_the-moret-bridge-1892,contentment
jean-metzinger_landscape-1904,contentment
andre-derain_charing-cross-bridge-1906,excitement
fernand-leger_the-two-women-two-sisters-1952,excitement
alice-baber_abstract-composition-1969-1,amusement
alice-baber_abstract-composition-1969,amusement
corneliu-baba_bridge-over-seine-1979,sadness
janos-mattis-teutsch_landscape-1918(1),excitement
alice-baber_golden-center-in-the-ladder-1970,contentment
amedeo-modigliani_the-zouave-1918,sadness
john-duncan-fergusson_siesta-1951,contentment
albert-marquet_pons-charente-maritime-1901,contentment
alice-baber_lavender-high-1968,awe
friedel-dzubas_towards,disgust
alice-baber_music-of-the-jaguar-1977,excitement
constantine-maleas_thermos-of-itoloakarnania-1921,contentment
janos-mattis-teutsch_landscape-with-hills-and-trees-1916,excitement
agnes-martin_untitled-2001,contentment
domenico-ghirlandaio_st-dominic-burning-heretical-writings-1490,contentment
alice-baber_piper-s-near-1965,contentment
albert-marquet_the-coffeepot-1902,contentment
alice-baber_red-yellow-and-blue-1960,excitement
richard-whitney_autumn-storm,awe
alice-baber_seven-green-leagues-1967,contentment
hans-von-aachen_allegory-of-peace-art-and-abundance-1602,disgust
fernando-lanhas_unknown-title-4,contentment
andre-derain_the-bridge-view-on-the-river-1905,excitement
agnes-martin_untitled-number-5-1975,contentment
friedel-dzubas_lone-blue-1962,contentment
alice-baber_through-sleep-to-orange-1968,awe
enrico-castellani_dittico-rosso-1966,contentment
aleksey-savrasov_drifting-ice-on-the-volga,sadness
alice-baber_wheel-of-day-1971,awe
alma-woodsey-thomas_untitled-floral-abstraction-1970,contentment
andy-warhol_oxidation-painting-1978-1,disgust
andy-warhol_rorschach-1984,sadness
alfred-sisley_the-aqueduct-at-marly-1874,amusement
constantine-maleas_turkish-harbour,excitement
armand-guillaumin_le-trayas-1907,contentment
gene-davis_untitled-1-1971,amusement
allan-ramsay_george-iii,awe
arshile-gorky_the-liver-is-the-cock-s-comb,excitement
dan-christensen_untitled-1968,excitement
gene-davis_black-dahlia-1971,excitement
theo-van-rysselberghe_sunset-at-ambletsuse-1899,contentment
aleksey-savrasov_evening-1877,awe
eva-hesse_repetition-nineteen-iii-1968,sadness
kees-van-dongen_qui-tude,disgust
allan-ramsay_john-reid,amusement
gene-davis_blue-broad-jump-1960(1),contentment
alighiero-boetti_da-alighiero-nati-a-guido-boetti-1986,sadness
alighiero-boetti_immaginando-tutto-1982,amusement
alighiero-boetti_zig-zag-1967,awe
constantine-maleas_greek-landscape,contentment
agnolo-bronzino_the-holy-family,awe
adolphe-joseph-thomas-monticelli_rural-scene,sadness
andrea-del-sarto_assumption-of-the-virgin-1529,awe
adolphe-joseph-thomas-monticelli_the-offering,sadness
auguste-herbin_pont-sur-la-loue-moutier-1923,contentment
albert-bierstadt_nebraska-on-the-plain,contentment
afro_cronaca-autobiographia-1953,disgust
adam-baltatu_village-boundary,contentment
a.y.-jackson_skeena-crossing-1926,contentment
albert-gleizes_arabesque-brush-or-cubist-composition-1952,amusement
allan-ramsay_self-portrait,fear
alberto-magnelli_femme-la-blouse-jaune-1916,contentment
albert-bloch_cityscape-with-tower,awe
antoine-pesne_countess-wilhelmine-von-brandenburg-bayreuth,amusement
alfred-manessier_les-p-lerins-d-emmaus-1944,disgust
antoine-pesne_frederick-the-great-as-crown-prince,awe
andrea-mantegna_muse,awe
alfred-manessier_soir-e-d-octobre-1946,amusement
antoine-pesne_johanna-holstein-gottorp,disgust
amadeo-de-souza-cardoso_basque-landscape-1914,contentment
antoine-pesne_prince-augustus-william-of-prussia,excitement
amadeo-de-souza-cardoso_composition-with-guitar,amusement
amedee-ozenfant_composition-ii-1929,contentment
amedee-ozenfant_nacres-1926,contentment
guido-molinari_quantificateur-1988,fear
brice-marden_gulf-from-new-york-ten-lewison-16,sadness
edouard-cortes_boulevard-de-la-madeleine-10,contentment
barnett-newman_onement-i-1948,fear
katsushika-hokusai_fishing-by-torchlight-in-kai-province-from-oceans-of-wisdom-1833,sadness
frank-stella_eskimo-curlew-1976,excitement
endre-bartos_snake-woman-2005,excitement
john-mccracken_parsec-1988,anger
david-burliuk_vase-with-red-and-yellow-flowers,excitement
boris-kustodiev_mercahnt-s-wife-1919,contentment
aleksey-savrasov_spring-1883,awe
betty-parsons_untitled-1978,amusement
dumitru-ghiatza_on-bistri-a-valley,contentment
friedel-dzubas_untitled-1981,amusement
camille-pissarro_resting-harvesters-montfoucault-1875,contentment
alma-woodsey-thomas_air-view-of-a-spring-nursery-1966,contentment
gerrit-dou_still-life-with-globe-lute-and-books,contentment
henri-matisse_odalisque-1926,contentment
anne-appleby_gem-2003,contentment
john-french-sloan_nude-standing,awe
adam-baltatu_children-on-the-alley,contentment
edward-hopper_early-sunday-morning,excitement
arthur-segal_marseilles,awe
edward-hopper_white-river-at-sharon,contentment
george-luks_bleeker-and-carmine-streets,excitement
endre-bartos_hungarian-fate-2005,amusement
george-luks_main-entrance-luxembourg-garden-paris,contentment
claude-monet_houses-at-argenteuil,contentment
andy-warhol_marilyn,excitement
andre-bauchant_le-bouquet-1928,contentment
jose-guerrero_andaluc-a-aparici-n-1964,anger
gustave-loiseau_ice-on-the-oise-river,contentment
albert-bloch_for-clown-iv,excitement
katsushika-hokusai_announcement-of-a-farewell-performance-of-bando-mitsugoro,amusement
adolphe-joseph-thomas-monticelli_road-view,awe
yves-klein_untitled-blue-monochrome-1957-1,contentment
john-hoyland_jade-buddha-23-07-08-2008,excitement
agnes-martin_untitled-1978,contentment
anita-malfatti_gruta-da-imprensa(1),contentment
alex-hay_past-time-2007,awe
endre-bartos_circulate-world-2005,fear
charles-lapicque_printemps-en-bretagne-1959,excitement
henri-matisse_still-life,contentment
akseli-gallen-kallela_ilmarinen-ploughing-the-viper-field-and-the-defense-of-the-sampo-1928,awe
aubrey-beardsley_a-book-of-fifty-drawings-front-cover,contentment
andy-warhol_mao,amusement
betty-parsons_target-1981,amusement
katsushika-hokusai_sunset-across-the-ryogoku-bridge-from-the-bank-of-the-sumida-river-at-onmagayashi,excitement
agnes-martin_untitled-11-2002,contentment
doug-ohlson_capriglia-2005,contentment
andre-derain_effect-of-sun-on-the-water-london-1906,awe
david-batchelor_brick-lane-remix-i-2003,excitement
david-burliuk_landscape-1912,awe
giorgio-vasari_clement-vii-crowns-charles-v,awe
agnes-martin_falling-blue-1963,contentment
annibale-carracci_polyphemus-attacking-acis-and-galatea-1605,awe
pablo-picasso_head-of-a-man-1,contentment
endre-bartos_the-nightfall-is-approaching-1979,fear
augustus-john_landscape,contentment
adriaen-van-ostade_the-painter-in-his-workshop,awe
clyfford-still_1947-y-no-2-1947,anger
corneille_two-birds-2002,amusement
betty-parsons_untitled(1),contentment
henri-edmond-cross_chaine-des-maures-1907,excitement
brice-marden_no-test-1970,sadness
paul-signac_concarneau-opus-221-adagio-1891,awe
henri-edmond-cross_family-of-swans,contentment
ferdinand-hodler_eiger-monch-and-jungfrau-in-moonlight-1908-1,disgust
henri-matisse_still-life-11,amusement
hiroshige_the-moon-over-a-waterfall,contentment
alphonse-mucha_medea-1898,fear
barnett-newman_canto-x-1964,contentment
adolf-fleischmann_harbour-1928,contentment
daniel-dezeuze_unknown-title-2,disgust
henri-edmond-cross_aguttes,contentment
daniel-buren_peinture-acrylique-blanche-sur-tissu-ray-blanc-et-rouge-1970,contentment
anita-malfatti_tropical-1917,sadness
andre-derain_the-port-of-collioure-1905-1,excitement
doug-ohlson_new-mexico-1985,anger
andrã©-lhote_sur-la-terrasse-1945,excitement
bridget-riley_pink-landscape-1960,sadness
ilya-mashkov_still-life-with-flowers-1912,sadness
georges-braque_glass-pipe-and-newspaper-1917,excitement
doug-ohlson_mag-1986,excitement
hiroshige_chrysanthemums,contentment
barnett-newman_canto-xiv-1964,anger
georges-braque_guitar-and-sheet-music-on-table-1918,contentment
claude-monet_the-artist-s-house-from-the-rose-garden-1924,contentment
camille-pissarro_eragny-landscape,excitement
david-batchelor_walldella-iv-2006,amusement
fernand-leger_the-city-1919,amusement
aki-kuroda_untitled-2012,contentment
aldo-mondino_bela-balans-1965,excitement
camille-pissarro_frost-view-fom-bazincourt-1891,contentment
burhan-dogancay_walls-v-5-1969,excitement
hiroshige_evening-shower-at-nihonbashi-bridge,contentment
albert-gleizes_acrobats-1916,excitement
fernand-leger_not_detected_196071,amusement
anna-ostroumova-lebedeva_view-of-st-petersburg,contentment
aldo-mondino_byron-1989,amusement
leonardo-da-vinci_drawing-of-drapery,fear
aldo-mondino_capi-e-copricapi-1993,excitement
burhan-dogancay_brooklyn-1998,excitement
georges-braque_still-life-with-ace-of-hearts-1914,excitement
aldo-mondino_collage-1973,amusement
burhan-dogancay_sweet-hearts-1972,excitement
dan-christensen_mo-blues-1991,contentment
burhan-dogancay_mystery-woman-1989,disgust
paul-signac_comblat-castle-the-pre-1886(1),awe
georges-braque_still-life-with-glass-carafe-and-phillips-ace-1919,anger
ernst-ludwig-kirchner_dancing-female-nude-gret-palucca,disgust
aldo-mondino_qui-c-est-moi-chocolate-mosaic-1999,awe
georges-braque_pedestal-table-stal-1912,contentment
kazimir-malevich_winter-landscape-1906,contentment
adriaen-brouwer_the-smoker,sadness
camille-pissarro_sunset-at-sent-charlez-eragny-1891,contentment
ellsworth-kelly_blue-and-red-from-the-series-line-form-color-1951,disgust
georges-braque_the-violin-valse-1913,awe
hiroshige_mariko-mabutsu-chaya,contentment
conrad-marca-relli_untitled-1973,fear
john-miller_spring-sandspur,contentment
henri-matisse_the-riverbank-1907,contentment
ellsworth-kelly_18-colors-cincinnati-1982,amusement
georges-braque_the-castle-in-la-roche-guyon-1909,disgust
ellsworth-kelly_nine-colors-1951,contentment
georges-braque_the-pitcher-1909,contentment
felix-vallotton_autumn-crocuses-1900,contentment
allan-d'arcangelo_constellation-1971-1,amusement
amedeo-modigliani_portrait-of-jeanne-hebuterne-1918-1,awe
allan-d'arcangelo_landscape-bb-1974,contentment
ferdinand-hodler_lake-geneva-with-mont-blanc-at-dawn-1918-1,contentment
burhan-dogancay_the-great-breakthrough-1976,excitement
allan-d'arcangelo_smoke-dream,amusement
juan-gris_still-life-with-flowers-1912,awe
juan-gris_still-life-with-guitar-1913,disgust
doug-ohlson_lost-twin-one-1995,disgust
allen-jones_crazy-horse-1976,amusement
hiroshige_travellers-on-a-mountain-path-at-night,sadness
georges-seurat_edge-of-wood-springtime-1883,contentment
pablo-picasso_bathing-1908,contentment
edward-corbett_p-t-5-1970,amusement
pablo-picasso_bread-and-dish-with-fruits-on-the-table,contentment
canaletto_capriccio-river-landscape-with-a-column,awe
ito-jakuchu_birds-animals-and-flowering-plants-in-imaginary-scene-1,excitement
allen-jones_wet-seal-1966,amusement
david-batchelor_disco,excitement
ilya-mashkov_the-novodevichy-convent-1913,excitement
georges-seurat_port-en-bessin-the-outer-harbor-low-tide-1888,awe
andre-derain_boats-at-collioure-1905,amusement
adriaen-brouwer_dune-landscape-by-moonlight,fear
hiroshige_a-snowy-gorge,excitement
georges-braque_aria-de-bach-1913,sadness
hiroshige_a-vision-of-shitamachi,awe
adriaen-brouwer_farmers-fight-party,disgust
adriaen-brouwer_father-s-of-unpleasant-duties-1631,fear
hiroshige_alighting-geese-at-massaki-1825,contentment
georges-braque_bottle-1914,contentment
aki-kuroda_flower-bench-2007,amusement
adriaen-brouwer_feeling,fear
georges-braque_bottle-of-rum-1914,anger
hiroshige_ama-no-hashidate-in-tango-province-1858,contentment
adriaen-brouwer_fumatore,fear
georges-braque_checkerboard-tivoli-cinema-1913,contentment
hiroshige_amanohashidate-peninsula-in-tango-province,contentment
hiroshige_ashida,contentment
andre-derain_westminster-1905,excitement
georges-braque_clarinet-guitar-and-compotier-1918,anger
adriaen-brouwer_in-the-tavern-1,amusement
georges-braque_fruit-dish-1913,anger
hiroshige_autumn-flowers-in-front-of-full-moon,contentment
adriaen-brouwer_in-the-tavern,amusement
georges-braque_glass-and-card,sadness
hiroshige_bay-at-kominato-in-awa-province,amusement
arthur-segal_weg-nach-kynwasser-riesengebirge-1908,contentment
hiroshige_benzaiten-shrine-at-inokashira-in-snow,contentment
adriaen-brouwer_inn-with-drunken-peasants,amusement
hiroshige_camellia-and-bush-warbler-1844,contentment
auguste-herbin_park-in-paris-1904,sadness
adriaen-brouwer_interior-of-a-tavern,sadness
georges-braque_glass-carafe-and-newspapers-1914,anger
auguste-herbin_the-roofs-of-paris-in-the-snow-1902,contentment
aki-kuroda_untitled-1995,amusement
adriaen-brouwer_interior-with-smokers-1632,sadness
hiroshige_cherry-blossom-time-people-picknicking-at-gotenyama-1843,contentment
adriaen-brouwer_jan-davidszoon-de-heem,amusement
aki-kuroda_untitled-2008,excitement
hiroshige_cherry-tree,contentment
camille-pissarro_apple-picking-at-eragny-sur-epte-1888,contentment
georges-braque_guitar-and-sheet-music-1919,contentment
adriaen-brouwer_moonlit-landscape,fear
camille-pissarro_brickworks-at-eragny-1888,contentment
hiroshige_crane-and-wave-1830,awe
adriaen-brouwer_musical-company,contentment
adriaen-brouwer_operation-on-foot,awe
hiroshige_crane-in-waves-1835,amusement
aki-kuroda_untitled-2012-1,excitement
georges-braque_guitar-program-statue-d-epouvante-1913,amusement
camille-pissarro_flock-of-sheep-1888,excitement
hiroshige_crayfish-and-two-shrimps-1845,amusement
adriaen-brouwer_peasant-inn,sadness
camille-pissarro_flock-of-sheep-in-a-field-after-the-harvest-1889,contentment
hiroshige_descending-geese-katata,awe
georges-braque_man-with-a-guitar-1914,disgust
adriaen-brouwer_peasants-fighting,fear
camille-pissarro_flowering-apple-trees-at-eragny-1888,contentment
aldo-mondino_am-strande-paris-1981,awe
georges-braque_mandolin-1914,sadness
hiroshige_drum-bridge-and-setting-sun-hill-meguro,excitement
adriaen-brouwer_peasants-playing-cards-in-a-tavern,sadness
hiroshige_eagle-over-100-000-acre-plain-at-susaki-fukagawa-juman-tsubo,awe
georges-braque_newspaper-bottle-packet-of-tobacco-1914,disgust
adriaen-brouwer_peasants-quarrelling-in-an-interior-1630,anger
